sp_id1,gen
5114,Acetomicrobium
5115,Fretibacterium
5116,Cloacibacillus
5117,Fibrobacter
5119,Gemmatimonas
5121,Gemmatirosa
5122,Bacteroides
5140,unclassified Bacteroidales
5141,Porphyromonas
5146,Fermentimonas
5147,Petrimonas
5149,Paludibacter
5150,Parabacteroides
5152,Tannerella
5154,Muribaculum
5155,Barnesiella
5156,Proteiniphilum
5157,Odoribacter
5158,Butyricimonas
5159,Candidatus Azobacteroides
5160,Prevotella
5169,Alistipes
5171,Mucinivorans
5172,Draconibacterium
5173,Salinivirga
5174,Alkalitalea
5175,Labilibaculum
5176,Salinibacter
5178,Rhodothermus
5180,unclassified Rhodothermaceae
5181,Chitinophaga
5183,Niastella
5184,Niabella
5186,Flavisolibacter
5187,Arachidicoccus
5189,Filimonas
5190,Paraflavitalea
5191,Haliscomenobacter
5192,Saprospira
5193,Pedobacter
5198,Pseudopedobacter
5199,Sphingobacterium
5203,Solitalea
5204,Mucilaginibacter
5208,unclassified Sphingobacteriaceae
5209,Cyclobacterium
5211,Belliella
5212,Echinicola
5214,Algoriphagus
5215,Cytophaga
5216,Dyadobacter
5217,Spirosoma
5221,Leadbetterella
5222,Runella
5225,Emticicia
5226,Fibrella
5228,Allopseudarcicella
5229,Arcticibacterium
5230,Bernardetia
5231,Hymenobacter
5240,Pontibacter
5242,Rufibacter
5245,Marivirga
5246,Flammeovirga
5248,unclassified Flammeovirgaceae
5249,Candidatus Amoebophilus
5250,Candidatus Cardinium
5253,Chryseolinea
5254,Gramella
5258,Flavobacterium
5277,Capnocytophaga
5288,Robiginitalea
5289,Zunongwangia
5290,Croceibacter
5291,Riemerella
5297,Maribacter
5301,Cellulophaga
5306,Weeksella
5307,Dokdonia
5311,Lacinutrix
5314,Zobellia
5315,Muricauda
5317,Aequorivita
5319,Ornithobacterium
5321,Psychroflexus
5322,Nonlabens
5326,Polaribacter
5331,Elizabethkingia
5338,Myroides
5342,Chryseobacterium
5353,Winogradskyella
5355,Siansivirga
5356,Algibacter
5357,Sediminicola
5358,Tenacibaculum
5362,Lutibacter
5363,Urechidicola
5364,Wenyingzhuangia
5365,Formosa
5367,Salegentibacter
5368,Seonamhaeicola
5369,Arenibacter
5370,Olleya
5372,Flavivirga
5373,Tamlana
5374,Aureitalea
5375,Flagellimonas
5376,Kordia
5377,Mariniflexile
5378,Aquimarina
5381,Euzebyella
5382,Cloacibacterium
5383,Muriicola
5384,unclassified Flavobacteriaceae
5386,Candidatus Sulcia
5395,Blattabacterium
5404,Fluviicola
5406,Owenweeksia
5407,Ichthyobacterium
5408,Candidatus Walczuchella
5409,Candidatus Uzinura
5410,unclassified Bacteroidetes
5411,Chlorobaculum
5414,Chlorobium
5420,Pelodictyon
5421,Prosthecochloris
5425,Chloroherpeton
5426,Ignavibacterium
5427,Melioribacter
5428,Candidatus Cyclonatronum
5429,Candidatus Cloacimonas
5430,Aquifex
5431,Hydrogenobaculum
5434,Hydrogenobacter
5436,Thermocrinis
5438,Sulfurihydrogenibium
5440,Persephonella
5441,Thermosulfidibacter
5442,Thermovibrio
5443,Desulfurobacterium
5444,Thermotoga
5457,Pseudothermotoga
5460,Thermosipho
5464,Fervidobacterium
5467,Petrotoga
5468,Marinitoga
5470,Defluviitoga
5471,Kosmotoga
5473,Mesotoga
5475,Caldisericum
5476,Desulfurispirillum
5477,Deferribacter
5478,Denitrovibrio
5479,Calditerrivibrio
5480,Flexistipes
5481,Geovibrio
5482,Caldithrix
5483,Dictyoglomus
5485,Thermodesulfovibrio
5486,Nitrospira
5490,Leptospirillum
5494,Thermodesulfatator
5495,Thermodesulfobacterium
5497,Caldimicrobium
5498,Candidatus Saccharimonas
5499,unclassified Saccharibacteria
5502,Candidatus Peribacter
5503,Candidatus Bipolaricaulis
5505,Vampirococcus
5506,Candidatus Methylomirabilis
5507,Candidatus Babela
5508,unclassified Candidatus Dependentiae
5509,candidate division SR1
5511,candidate division WWE3
5512,candidate division Kazan-3B-28
5513,Candidatus Berkelbacteria
5514,Candidatus Beckwithbacteria
5515,Candidatus Woesebacteria
5516,Candidatus Wolfebacteria
5517,Candidatus Campbellbacteria
5518,unclassified Bacteria
5519,Methanocaldococcus
5525,Methanotorris
5526,Methanococcus
5534,Methanothermococcus
5535,Methanothermobacter
5541,Methanosphaera
5543,Methanobrevibacter
5549,Methanobacterium
5559,Methanothermus
5560,Methanopyrus
5561,Archaeoglobus
5566,Ferroglobus
5567,Geoglobus
5569,Thermoplasma
5571,Picrophilus
5572,Ferroplasma
5574,Cuniculiplasma
5575,unclassified Thermoplasmatales
5576,Candidatus Methanomethylophilus
5577,Methanomassiliicoccus
5578,Candidatus Methanoplasma
5579,unclassified Thermoplasmata
5580,Aciduliprofundum
5582,Pyrococcus
5590,Thermococcus
5617,Palaeococcus
5618,Methanosarcina
5641,Methanococcoides
5643,Methanohalophilus
5645,Methanohalobium
5646,Methanosalsum
5647,Methanolobus
5648,Methanomethylovorans
5649,Methanothrix
5652,Methanospirillum
5653,Methanocorpusculum
5654,Methanoculleus
5657,Methanolacinia
5658,Methanoregula
5660,Methanosphaerula
5661,Methanocella
5664,Halobacterium
5668,Halalkalicoccus
5669,Halodesulfurarchaeum
5671,Halanaeroarchaeum
5673,Haloarcula
5678,Natronomonas
5680,Halorhabdus
5682,Halomicrobium
5683,Halorientalis
5684,unclassified Haloarculaceae
5685,Haloquadratum
5687,Haloferax
5690,Halogeometricum
5691,Haloplanus
5694,Halorubrum
5697,Salinigranum
5698,Halohasta
5699,unclassified Haloferacales
5700,Haloterrigena
5702,Natrialba
5703,Halopiger
5704,Natrinema
5706,Natronobacterium
5707,Halovivax
5708,Natronococcus
5709,Salinarchaeum
5710,Halostagnicola
5711,Halobiforma
5712,Natronolimnobius
5715,unclassified Nanohaloarchaea
5716,Aeropyrum
5718,Staphylothermus
5720,Ignicoccus
5722,Desulfurococcus
5725,Thermosphaera
5726,Ignisphaera
5727,Thermogladius
5728,Hyperthermus
5729,Pyrolobus
5730,Pyrodictium
5731,Sulfurisphaera
5732,Saccharolobus
5737,Sulfolobus
5752,Metallosphaera
5755,Acidianus
5759,Sulfodiicoccus
5760,Pyrobaculum
5768,Caldivirga
5769,Thermoproteus
5771,Vulcanisaeta
5773,Thermofilum
5777,Acidilobus
5779,Caldisphaera
5780,Fervidicoccus
5781,Nitrosopumilus
5786,Candidatus Nitrosomarinus
5787,Cenarchaeum
5789,Nitrososphaera
5791,Candidatus Nitrosocosmicus
5792,Candidatus Nitrosocaldus
5793,Candidatus Caldiarchaeum
5794,Candidatus Nitrosopelagicus
5795,Candidatus Nitrosotenuis
5796,Candidatus Nitrosotalea
5797,Nanoarchaeum
5798,Candidatus Nanopusillus
5799,Candidatus Mancarchaeum
5800,Candidatus Korarchaeum
5801,unclassified Candidatus Bathyarchaeota
5803,Lokiarchaeum
5804,unclassified Archaea
